CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV
0.0,0.2,0.07344184200079397,0.0,0.3091286307053943,0.5775052692086607,0.6289978678038379,0.3089962111327982,0.0,0.22594142259414224,0.2872340425531916,0.08967991169977926,0.4222222222222222
0.0004105263734346604,0.0,0.2624057165541882,0.0,0.1659751037344397,0.5479977007089482,0.7750533049040512,0.40054484536620505,0.043478260869565216,0.11297071129707109,0.5531914893617023,0.2044701986754967,0.36888888888888893
0.0004101352096676906,0.0,0.2624057165541882,0.0,0.1659751037344397,0.6943858976815481,0.5852878464818764,0.40054484536620505,0.043478260869565216,0.11297071129707109,0.5531914893617023,0.06346578366445917,0.66
0.0005094908064779849,0.0,0.06828106391425169,0.0,0.1431535269709543,0.6585552787890402,0.42217484008528783,0.5148475581116202,0.08695652173913043,0.07112970711297067,0.6489361702127658,0.03338852097130243,0.6311111111111111
0.0012268851551003452,0.0,0.06828106391425169,0.0,0.1431535269709543,0.6871048093504503,0.511727078891258,0.5148475581116202,0.08695652173913043,0.07112970711297067,0.6489361702127658,0.09933774834437087,0.6933333333333334
0.00046020417183980744,0.0,0.06828106391425169,0.0,0.1431535269709543,0.5497221689978923,0.5597014925373135,0.5148475581116202,0.08695652173913043,0.07112970711297067,0.6489361702127658,0.09602649006622516,0.5266666666666666
0.0016031846989251598,0.1388888888888889,0.29416435093290993,0.0,0.2800829875518672,0.4696301973558151,0.6439232409381662,0.46248186458191987,0.17391304347826086,0.25732217573221755,0.2765957446808509,0.29525386313465785,0.39777777777777773
0.00270352837541082,0.1388888888888889,0.29416435093290993,0.0,0.2800829875518672,0.5002874113814907,0.9584221748400852,0.5031887022868893,0.17391304347826086,0.25732217573221755,0.2765957446808509,0.4806843267108167,0.4911111111111112
0.004007863956371158,0.1388888888888889,0.29416435093290993,0.0,0.2800829875518672,0.3966277064571758,1.0,0.516924650599643,0.17391304347826086,0.25732217573221755,0.2765957446808509,0.7781456953642383,0.2555555555555556
0.0032020665964136536,0.1388888888888889,0.29416435093290993,0.0,0.2800829875518672,0.46809733665453146,0.849680170575693,0.5701566691369107,0.17391304347826086,0.25732217573221755,0.2765957446808509,0.4241169977924945,0.3088888888888889
0.004274833227327952,0.1388888888888889,0.29416435093290993,0.0,0.2800829875518672,0.5395669668518873,0.9392324093816631,0.5445426743348607,0.17391304347826086,0.25732217573221755,0.2765957446808509,0.5165562913907285,0.22222222222222227
0.0021738926349338973,0.1388888888888889,0.29416435093290993,0.0,0.2800829875518672,0.469055374592834,0.8176972281449894,0.5320174935025624,0.17391304347826086,0.25732217573221755,0.2765957446808509,0.31843267108167767,0.3088888888888889
0.0017105591529583324,0.1388888888888889,0.29416435093290993,0.0,0.2800829875518672,0.4460624640735774,0.34968017057569295,0.45104219942175416,0.17391304347826086,0.25732217573221755,0.2765957446808509,0.38576158940397354,0.3711111111111111
0.012193356943978308,0.0,0.3048828900357285,0.0,0.3091286307053943,0.4575589193332056,0.5927505330490405,0.37344870416566633,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.1801876379690949,0.3422222222222222
0.012353734088435868,0.0,0.3048828900357285,0.0,0.3091286307053943,0.48572523471929496,0.8347547974413646,0.3478138340622293,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.23537527593818985,0.29333333333333333
0.012147004037592403,0.0,0.3048828900357285,0.0,0.3091286307053943,0.4355240467522513,0.5362473347547975,0.35164445186677384,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.1859823399558499,0.3311111111111111
0.020489353695754386,0.0,0.3048828900357285,0.0,0.3091286307053943,0.45487641310595894,0.2462686567164179,0.35164445186677384,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.13383002207505518,0.4022222222222223
0.015213923552518037,0.0,0.3048828900357285,0.0,0.3091286307053943,0.46541483042728504,0.8049040511727079,0.3265210266473223,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.35706401766004414,0.2777777777777778
0.01557594561884846,0.0,0.3048828900357285,0.0,0.3091286307053943,0.3630963786165934,0.32409381663113007,0.2783617063471354,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.2748344370860927,0.3377777777777778
0.014071725352966625,0.0,0.3048828900357285,0.0,0.3091286307053943,0.41502203487258094,0.6748400852878464,0.2783617063471354,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.26352097130242824,0.29333333333333333
0.024359136842385252,0.0,0.3048828900357285,0.0,0.3091286307053943,0.384939643609887,0.9797441364605544,0.2785078334568455,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.5322847682119205,0.19111111111111112
0.01654075105007913,0.0,0.3048828900357285,0.0,0.3091286307053943,0.46062464073577314,0.8848614072494669,0.30088615654388506,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.33388520971302427,0.3244444444444445
0.02398127264349256,0.0,0.3048828900357285,0.0,0.3091286307053943,0.4945391837516767,0.9115138592750534,0.2971912281983572,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.46881898454746135,0.22666666666666668
0.019208292358928743,0.0,0.3048828900357285,0.0,0.3091286307053943,0.43150028741138147,1.0,0.30953896896886457,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.5008278145695364,0.21111111111111114
0.014550118639970522,0.0,0.3048828900357285,0.0,0.3091286307053943,0.4527687296416939,0.9371002132196162,0.34131117768012786,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.40204194260485654,0.23555555555555557
0.016315831884071576,0.0,0.3048828900357285,0.0,0.3091286307053943,0.3904962636520407,0.847547974413646,0.34705188556159783,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.4078366445916115,0.19777777777777783
0.01301773458286687,0.0,0.3048828900357285,0.0,0.3091286307053943,0.43150028741138147,0.896588486140725,0.37078710323880304,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.3609271523178808,0.25777777777777783
0.018569521927467286,0.0,0.3048828900357285,0.0,0.3091286307053943,0.4763364629239316,0.8805970149253731,0.3469266337532748,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.429083885209713,0.2177777777777778
0.014994676261131542,0.0,0.3048828900357285,0.0,0.3091286307053943,0.562176662195823,0.9402985074626866,0.34706232321229136,0.13043478260869565,0.24895397489539745,0.8936170212765959,0.30546357615894043,0.29777777777777775
